Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Distance
25.0,4.6,Sandstorms,Medium,2,motorcycle,1.0,0,Metropolitian,26,7.691618804856823
25.0,4.9,Sunny,Jam,0,motorcycle,1.0,0,Urban,30,14.168350776534814
23.0,4.7,Sandstorms,Low,2,scooter,0.0,0,Urban,19,3.067830869961123
29.566910587697237,4.6337736972250205,Stormy,Jam,0,motorcycle,0.0,0,Metropolitian,52,19.93815748091414
32.0,4.8,Stormy,Low,2,electric_scooter,1.0,0,Semi-Urban,21,7.798985836224243
33.0,4.6,Cloudy,Jam,2,motorcycle,0.0,0,Metropolitian,27,7.692361230406128
24.0,4.6,Sandstorms,Medium,0,motorcycle,1.0,0,Urban,33,12.433110035009008
21.0,4.8,Stormy,Low,1,scooter,0.0,0,Urban,10,3.1195967501495567
24.0,4.5,Cloudy,Jam,2,scooter,0.0,0,Metropolitian,30,12.307049191205955
30.0,4.6,Sandstorms,High,1,scooter,1.0,0,Metropolitian,27,2.9995346022989624
33.0,4.9,Cloudy,Jam,0,motorcycle,1.0,1,Metropolitian,46,12.43133123284627
32.0,4.6,Sandstorms,Jam,2,scooter,1.0,0,Urban,28,16.629177385515845
22.0,4.9,Windy,Medium,0,motorcycle,0.0,0,Metropolitian,27,6.065505975233347
26.0,4.2,Windy,High,0,motorcycle,2.0,0,Metropolitian,38,6.065482173867955
37.0,4.1,Cloudy,Jam,2,scooter,1.0,0,Metropolitian,39,19.78179188679673
21.0,4.7,Windy,High,2,motorcycle,1.0,0,Metropolitian,22,1.5143480068303607
25.0,4.5,Sandstorms,Low,2,electric_scooter,0.0,0,Urban,13,1.5154302614629382
21.0,4.7,Fog,Low,0,motorcycle,1.0,0,Metropolitian,21,10.599406735699317
26.0,4.3,Cloudy,High,1,motorcycle,1.0,0,Metropolitian,34,3.0616417967261014
23.0,4.9,Stormy,Jam,2,electric_scooter,1.0,0,Urban,20,14.168350776534814
29.566910587697237,4.6337736972250205,Sunny,High,0,motorcycle,1.0,0,Metropolitian,44,6.088070912912418
35.0,4.7,Windy,Low,2,scooter,1.0,0,Metropolitian,25,4.593428598393554
32.0,4.8,Stormy,Low,1,motorcycle,0.0,0,Urban,25,1.5220433151131063
33.0,4.7,Stormy,Medium,2,scooter,1.0,0,Metropolitian,28,6.044178253238423
35.0,4.6,Cloudy,Jam,1,motorcycle,1.0,0,Metropolitian,36,19.932468734684495
38.0,4.2,Stormy,Medium,0,motorcycle,1.0,0,Metropolitian,47,19.938921655647007
39.0,4.8,Sunny,Low,1,scooter,1.0,0,Metropolitian,19,4.637392529582314
31.0,4.9,Stormy,High,1,motorcycle,1.0,0,Metropolitian,33,3.1087818496656587
28.0,4.9,Stormy,Low,2,scooter,0.0,0,Metropolitian,12,9.20357100819524
38.0,4.0,Stormy,Low,0,motorcycle,0.0,0,Metropolitian,31,1.5742615170912184
26.0,4.8,Fog,High,2,electric_scooter,0.0,0,Metropolitian,26,6.135633371879252
34.0,4.3,Windy,High,0,motorcycle,1.0,0,Urban,31,6.046670417414737
35.0,5.0,Windy,Jam,2,scooter,1.0,0,Semi-Urban,29,4.601386919192709
28.0,4.6,Stormy,High,2,scooter,0.0,0,Metropolitian,11,1.538490594799525
26.0,4.3,Cloudy,Jam,2,scooter,1.0,0,Metropolitian,31,16.386082911439896
26.0,4.7,Fog,Medium,0,motorcycle,1.0,0,Metropolitian,29,4.499217110360939
22.0,4.6,Cloudy,Jam,1,motorcycle,2.0,0,Metropolitian,36,19.782762034620585
24.0,4.7,Cloudy,Low,2,electric_scooter,1.0,0,Urban,28,13.78887125676522
36.0,4.9,Windy,High,0,motorcycle,1.0,0,Metropolitian,40,6.217431395495884
28.0,4.6,Sunny,Jam,1,scooter,1.0,0,Metropolitian,18,13.804002296290085
23.0,4.9,Sunny,Jam,2,scooter,1.0,0,Urban,19,10.893387563608378
21.0,4.8,Windy,Medium,2,scooter,0.0,0,Metropolitian,29,17.316871412977665
37.0,4.1,Sandstorms,Medium,1,motorcycle,0.0,0,Urban,32,4.615471379576894
28.0,4.8,Windy,Medium,2,scooter,0.0,0,Urban,21,10.575126290998885
31.0,4.6,Cloudy,Jam,0,motorcycle,1.0,0,Metropolitian,45,14.037162640174316
23.0,4.6,Fog,Low,2,scooter,1.0,0,Metropolitian,15,3.1087764977896475
24.0,2.6,Sunny,Low,1,motorcycle,1.0,1,Metropolitian,42,16.678413061201105
20.0,4.7,Sandstorms,Low,2,scooter,0.0,0,Metropolitian,19,3.119662396247433
23.0,5.0,Sandstorms,Low,1,scooter,1.0,0,Metropolitian,18,7.554968025389933
33.0,5.0,Fog,Medium,2,scooter,1.0,0,Metropolitian,16,4.400245312394769
23.0,4.8,Fog,High,2,scooter,0.0,0,Metropolitian,34,2.984493404553879
23.0,4.7,Sandstorms,Medium,0,motorcycle,0.0,0,Metropolitian,27,9.32530391046839
27.0,4.7,Sandstorms,Low,0,motorcycle,1.0,0,Metropolitian,24,10.878300089546109
31.0,4.8,Windy,Low,2,electric_scooter,1.0,0,Urban,15,10.735046129349207
36.0,4.9,Cloudy,Medium,2,scooter,2.0,0,Metropolitian,38,17.09144825335842
20.0,4.6,Sandstorms,Low,1,scooter,1.0,0,Metropolitian,19,9.358764647072755
29.566910587697237,4.6337736972250205,Stormy,Jam,2,motorcycle,1.0,0,Metropolitian,29,4.533139804401913
26.0,4.8,Cloudy,Medium,0,motorcycle,0.0,1,Metropolitian,41,10.43912468207157
22.0,4.9,Sandstorms,Low,0,motorcycle,0.0,0,Metropolitian,21,17.316871412977665
36.0,4.6,Fog,Medium,1,motorcycle,0.7446345675136238,0,Urban,16,9.065474841188022
30.0,4.7,Windy,Medium,1,motorcycle,1.0,0,Metropolitian,27,6.239320006674084
24.0,5.0,Windy,Jam,2,electric_scooter,0.0,0,Urban,17,10.73577256111332
25.0,4.6,Stormy,Low,1,scooter,1.0,0,Metropolitian,18,9.084544047633264
39.0,4.9,Cloudy,Medium,1,scooter,0.0,0,Metropolitian,15,6.057757414687626
30.0,4.1,Windy,Medium,0,motorcycle,1.0,0,Metropolitian,31,7.871307105908543
37.0,5.0,Windy,High,1,scooter,1.0,0,Metropolitian,33,3.076774127189112
34.0,5.0,Fog,Low,2,motorcycle,1.0,0,Urban,15,3.044007665693716
30.0,4.9,Windy,Medium,0,motorcycle,1.0,0,Metropolitian,33,9.44556826333905
22.0,4.7,Cloudy,Low,1,motorcycle,1.0,0,Urban,14,3.108238848400274
21.0,4.5,Fog,Low,1,scooter,1.0,0,Metropolitian,23,16.869560215566306
38.0,4.1,Windy,Jam,0,motorcycle,1.0,0,Metropolitian,35,9.084715355879132
30.0,4.4,Fog,Low,1,motorcycle,2.0,0,Metropolitian,39,12.174967749905647
37.0,4.9,Stormy,Jam,2,scooter,0.0,0,Metropolitian,25,13.19881942941015
23.0,4.9,Windy,Medium,2,scooter,1.0,0,Urban,15,12.25061320521196
39.0,4.9,Stormy,Low,1,motorcycle,0.0,0,Metropolitian,26,7.871307105908543
39.0,4.5,Stormy,Low,1,motorcycle,1.0,0,Metropolitian,22,1.5142595454836358
31.0,4.7,Stormy,Low,0,motorcycle,0.0,0,Metropolitian,28,10.599452142914194
33.0,4.8,Sandstorms,Medium,0,motorcycle,1.0,0,Metropolitian,36,7.871307105908543
22.0,4.7,Fog,Medium,2,motorcycle,1.0,0,Metropolitian,27,20.205657534353087
37.0,4.3,Sandstorms,Medium,2,scooter,1.0,0,Metropolitian,35,13.917967359224836
30.0,4.5,Cloudy,Medium,0,motorcycle,1.0,0,Metropolitian,25,6.135884135841828
23.0,4.6,Sunny,Jam,2,electric_scooter,0.0,0,Metropolitian,21,19.6519888198484
24.0,4.9,Fog,Medium,1,motorcycle,0.0,0,Metropolitian,38,19.063485651798427
27.0,4.7,Stormy,Jam,0,motorcycle,1.0,0,Urban,29,4.549220889990431
20.0,4.6,Fog,Low,0,motorcycle,1.0,0,Urban,20,3.063295363545057
36.0,5.0,Windy,High,0,motorcycle,1.0,0,Metropolitian,32,6.0440787502049
26.0,4.5,Cloudy,High,1,motorcycle,1.0,0,Metropolitian,25,6.153387128227282
38.0,4.0,Sandstorms,High,1,scooter,1.0,0,Metropolitian,31,5.8670526241396805
21.0,5.0,Windy,Jam,0,motorcycle,1.0,0,Metropolitian,31,19.682912648569783
33.0,4.6,Fog,Jam,1,scooter,1.0,0,Urban,44,13.801846829386266
36.0,4.7,Sandstorms,Medium,0,motorcycle,1.0,0,Metropolitian,30,10.6527336728581
31.0,4.7,Sandstorms,High,2,scooter,1.0,0,Metropolitian,27,3.1485230102050625
30.0,4.8,Sunny,High,0,motorcycle,1.0,0,Metropolitian,24,1.5341010622227411
34.0,4.8,Fog,Medium,1,scooter,1.0,0,Metropolitian,34,10.879361611796854
24.0,4.8,Windy,Medium,0,motorcycle,1.0,0,Metropolitian,27,12.25463087671986
29.566910587697237,4.6337736972250205,Fog,Low,0,motorcycle,1.0,0,Semi-Urban,22,16.838337065836928
30.0,4.6,Windy,Low,2,motorcycle,0.0,0,Metropolitian,26,10.893419435307258
32.0,4.9,Fog,Low,1,scooter,0.0,0,Metropolitian,16,1.5742615170912184
31.0,4.9,Windy,Low,1,scooter,0.0,0,Urban,21,3.112385922730484
27.0,4.7,Cloudy,Low,0,motorcycle,1.0,0,Metropolitian,24,19.905097850442047
38.0,4.8,Cloudy,Medium,1,motorcycle,1.0,0,Metropolitian,17,7.811127658746546
21.0,4.9,Cloudy,Low,0,motorcycle,0.0,0,Urban,21,20.52947571449988
22.0,4.6,Windy,Low,1,scooter,1.0,0,Metropolitian,17,1.5544675695206864
31.0,4.2,Cloudy,Medium,1,scooter,0.0,0,Metropolitian,43,10.879306406367435
37.0,4.9,Sandstorms,Low,2,scooter,1.0,0,Metropolitian,28,12.270064423346872
50.0,6.0,Sunny,Low,3,bicycle,0.0,0,Metropolitian,27,17584.323607127466
36.0,4.7,Stormy,High,2,scooter,1.0,0,Metropolitian,34,6.153518353630697
23.0,4.9,Cloudy,Low,1,motorcycle,0.0,0,Metropolitian,16,7.610152650283939
28.0,4.9,Fog,Medium,2,electric_scooter,2.0,0,Metropolitian,37,16.740491445719496
32.0,4.6,Windy,Medium,2,scooter,1.0,0,Urban,29,19.78341921977176
32.0,5.0,Sunny,Low,2,motorcycle,1.0,0,Metropolitian,17,9.324224155659833
39.0,4.7,Stormy,High,2,scooter,1.0,0,Metropolitian,29,1.559849209143744
23.0,4.9,Sunny,Jam,2,scooter,1.0,0,Urban,20,12.2455097468199
29.0,4.8,Cloudy,Low,1,motorcycle,1.0,0,Metropolitian,12,2.9334773588542093
32.0,4.6,Cloudy,Low,2,scooter,1.0,0,Metropolitian,15,4.663300566689322
32.0,4.7,Fog,High,1,motorcycle,1.0,0,Metropolitian,26,6.12750229580223
31.0,4.7,Fog,Medium,1,motorcycle,1.0,0,Metropolitian,32,11.019829276905222
20.0,4.9,Fog,Medium,0,motorcycle,1.0,0,Semi-Urban,27,9.065314178350972
31.0,4.1,Cloudy,High,1,scooter,2.0,0,Metropolitian,38,3.043880611231853
30.0,4.7,Cloudy,Low,0,motorcycle,1.0,0,Metropolitian,29,7.669369027676695
37.0,4.2,Cloudy,High,1,motorcycle,1.0,0,Metropolitian,38,6.057053815925099
38.0,4.8,Fog,Medium,0,motorcycle,2.0,0,Metropolitian,35,13.803009355743294
30.0,4.2,Stormy,Medium,0,motorcycle,1.0,0,Metropolitian,47,20.20202139830452
23.0,4.2,Sandstorms,Jam,0,motorcycle,1.0,0,Urban,32,13.844965664146256
30.0,4.2,Fog,High,0,motorcycle,1.0,0,Metropolitian,32,5.880969852652072
20.0,3.2,Sunny,Low,2,motorcycle,1.0,0,Metropolitian,44,17.156765872036953
21.0,4.5,Fog,Low,2,electric_scooter,1.0,0,Urban,14,4.533159021844352
38.0,4.9,Windy,Low,2,motorcycle,0.0,0,Metropolitian,21,9.066046154227202
35.0,4.0,Windy,Jam,0,motorcycle,0.7446345675136238,0,Metropolitian,44,13.84540188057347
31.0,4.6,Sandstorms,Low,0,motorcycle,0.0,0,Metropolitian,24,19.937467537331
35.0,4.1,Fog,Jam,0,motorcycle,1.0,0,Metropolitian,31,4.661979603106139
32.0,4.0,Cloudy,Jam,1,motorcycle,0.7446345675136238,0,Metropolitian,37,13.697412097664508
31.0,4.6,Stormy,Medium,2,motorcycle,0.0,0,Metropolitian,24,19.110583331538333
23.0,5.0,Fog,Low,0,motorcycle,0.0,0,Semi-Urban,20,12.2455097468199
25.0,4.6,Sandstorms,Medium,1,motorcycle,1.0,0,Metropolitian,28,19.64072363401222
21.0,4.9,Fog,Jam,0,motorcycle,1.0,0,Metropolitian,48,13.984955233993093
21.0,4.9,Sunny,Low,2,motorcycle,0.0,0,Metropolitian,23,1.5338096755479778
30.0,4.8,Cloudy,Medium,1,motorcycle,0.0,0,Metropolitian,15,7.7711348874564115
37.0,4.6,Fog,Low,2,motorcycle,1.0,0,Urban,17,1.5110978885039512
23.0,5.0,Sunny,Jam,2,scooter,0.7446345675136238,0,Metropolitian,16,14.037363415472951
25.0,4.7,Fog,Medium,0,motorcycle,1.0,0,Semi-Urban,44,16.740916691970668
21.0,4.5,Cloudy,Medium,2,scooter,0.0,0,Metropolitian,30,10.653981941130745
33.0,3.6,Windy,Medium,2,motorcycle,2.0,0,Urban,38,16.678267968322597
38.0,4.9,Stormy,Jam,0,motorcycle,1.0,0,Urban,39,11.949329966791112
37.0,4.8,Windy,Medium,1,motorcycle,0.0,0,Metropolitian,30,5.998633628339539
31.0,4.9,Cloudy,Jam,0,motorcycle,1.0,0,Urban,33,4.549201073489542
26.0,4.8,Sandstorms,Low,2,electric_scooter,0.0,0,Urban,15,16.870758013111253
22.0,4.8,Sunny,Low,0,motorcycle,0.0,0,Metropolitian,14,3.119550998913309
21.0,4.3,Sandstorms,Low,0,motorcycle,1.0,0,Urban,18,7.654815437038791
34.0,4.8,Cloudy,Jam,2,scooter,1.0,0,Urban,43,16.74034896230957
20.0,4.2,Cloudy,Medium,1,motorcycle,0.0,0,Metropolitian,31,10.879367187304355
31.0,4.8,Fog,Jam,0,motorcycle,2.0,0,Metropolitian,53,13.443886621294762
24.0,4.8,Cloudy,Low,2,electric_scooter,0.0,0,Metropolitian,16,9.06662381030236
37.0,4.7,Windy,Low,0,motorcycle,1.0,0,Metropolitian,23,13.6288082527404
31.0,4.5,Sandstorms,Low,0,motorcycle,1.0,0,Metropolitian,24,4.600990215385169
39.0,4.8,Sunny,Jam,0,motorcycle,0.0,0,Metropolitian,28,4.615537400274978
26.0,4.9,Windy,High,1,scooter,0.0,0,Urban,18,5.965905621304425
29.566910587697237,4.6337736972250205,Stormy,High,0,motorcycle,0.0,0,Urban,38,6.12659078468565
38.0,4.9,Sunny,High,2,motorcycle,0.0,0,Urban,20,5.965303298176469
25.0,4.6,Fog,Jam,2,scooter,1.0,0,Semi-Urban,30,12.43329563234784
29.566910587697237,4.6337736972250205,Fog,Jam,1,scooter,2.0,0,Metropolitian,44,19.684730361626723
31.0,4.9,Cloudy,Medium,1,motorcycle,1.0,0,Metropolitian,30,12.24659212977021
23.0,4.5,Stormy,Jam,2,scooter,1.0,0,Metropolitian,15,9.44556826333905
34.0,4.5,Sandstorms,Jam,2,scooter,2.0,0,Metropolitian,35,20.465390994413752
27.0,4.7,Fog,Low,1,scooter,0.0,0,Metropolitian,11,7.6916331473754465
34.0,4.7,Fog,Low,0,motorcycle,1.0,0,Metropolitian,42,10.59876345322785
33.0,4.2,Sandstorms,Medium,0,motorcycle,2.0,0,Urban,38,4.542639339624718
31.0,4.6,Sunny,Jam,2,electric_scooter,0.0,0,Metropolitian,20,17.157126126521092
36.0,4.9,Sunny,Jam,1,scooter,0.0,0,Metropolitian,21,4.679287398856277
28.0,4.3,Cloudy,Jam,1,scooter,2.0,0,Metropolitian,44,17.095021075458064
32.0,4.7,Sandstorms,Jam,0,motorcycle,2.0,0,Metropolitian,44,9.323254047916562
35.0,4.1,Windy,High,2,scooter,1.0,0,Metropolitian,33,3.023678616872036
37.0,4.8,Sunny,Jam,1,scooter,1.0,0,Urban,18,9.323682880089452
23.0,4.1,Fog,Jam,2,motorcycle,1.0,0,Metropolitian,32,10.5765899182621
38.0,4.8,Sunny,Low,1,scooter,1.0,0,Metropolitian,18,3.0439110187020857
36.0,4.9,Sunny,Jam,1,scooter,1.0,0,Metropolitian,20,9.337120230842872
26.0,4.4,Fog,Medium,1,motorcycle,1.0,0,Metropolitian,34,12.43486027782026
26.0,5.0,Stormy,Medium,2,scooter,1.0,0,Urban,28,9.230035755698571
25.0,4.6,Stormy,Jam,1,motorcycle,1.0,0,Metropolitian,26,10.65362095766496
39.0,3.9,Windy,Jam,1,motorcycle,1.0,0,Metropolitian,40,19.996109259296286
21.0,4.5,Sunny,High,2,scooter,0.0,0,Urban,12,1.4939871801385085
35.0,4.5,Sandstorms,Jam,2,electric_scooter,0.0,0,Urban,26,9.44556826333905
21.0,4.8,Stormy,Medium,1,scooter,1.0,0,Metropolitian,15,10.935849928584272
35.0,4.8,Cloudy,Jam,2,motorcycle,1.0,0,Metropolitian,36,10.719050790553284
27.0,4.0,Windy,Low,0,motorcycle,1.0,0,Metropolitian,28,4.5934016021799
22.0,4.9,Sunny,Low,2,motorcycle,1.0,0,Metropolitian,17,1.5742615170912184
20.0,4.9,Cloudy,High,1,motorcycle,1.0,0,Metropolitian,31,1.5742615170912184
34.0,4.6,Windy,Medium,2,scooter,0.0,0,Metropolitian,27,7.554972222854116
23.0,4.9,Stormy,Jam,1,scooter,1.0,0,Metropolitian,12,4.469734516248019
31.0,4.6,Sunny,Medium,1,motorcycle,0.0,0,Metropolitian,18,13.84521166106896
33.0,4.8,Sunny,Low,1,motorcycle,0.0,0,Metropolitian,19,16.615895743665686
22.0,4.4,Cloudy,Jam,2,motorcycle,1.0,0,Metropolitian,31,17.095252572142407
28.0,4.9,Fog,Low,0,motorcycle,1.0,0,Metropolitian,22,13.646316691109249
25.0,4.6,Sandstorms,Low,1,scooter,0.0,0,Metropolitian,18,14.168350776534814
33.0,4.9,Cloudy,Low,1,motorcycle,1.0,0,Metropolitian,18,9.44556826333905
35.0,4.6337736972250205,Stormy,Low,1,scooter,0.0,0,Metropolitian,22,1.5742615170912184
20.0,4.8,Windy,Low,0,motorcycle,1.0,0,Metropolitian,20,16.386354036948735
27.0,4.9,Windy,Medium,1,scooter,1.0,0,Metropolitian,15,10.71890885071338
36.0,4.5,Cloudy,High,2,scooter,0.0,0,Metropolitian,30,3.119564574333133
24.0,4.9,Fog,Jam,2,motorcycle,1.0,0,Metropolitian,25,7.65538454142212
20.0,4.8,Stormy,Low,1,motorcycle,0.0,0,Urban,14,13.80331894035417
37.0,4.9,Cloudy,Medium,0,motorcycle,1.0,0,Metropolitian,36,20.886548523413403
29.0,4.7,Cloudy,Medium,1,motorcycle,2.0,0,Metropolitian,36,19.380578320864277
27.0,5.0,Fog,Medium,0,motorcycle,1.0,0,Metropolitian,34,20.228517068705088
35.0,4.7,Sunny,Medium,2,electric_scooter,0.7446345675136238,0,Metropolitian,27,16.7396602616209
26.0,4.7,Stormy,Low,0,motorcycle,0.0,0,Metropolitian,18,12.594090122629622
29.566910587697237,4.6337736972250205,Cloudy,Jam,1,scooter,1.0,0,Urban,37,17.096713469040036
29.566910587697237,4.6337736972250205,Sandstorms,Low,2,scooter,1.0,0,Urban,18,1.5147359128298996
39.0,4.9,Sunny,Medium,2,electric_scooter,1.0,0,Metropolitian,22,6.12659078468565
20.0,4.8,Fog,Jam,0,motorcycle,3.0,0,Metropolitian,47,12.174431247273862
29.566910587697237,4.6337736972250205,Cloudy,Jam,2,scooter,0.0,0,Metropolitian,48,16.402336281057107
21.0,4.6,Windy,Medium,1,scooter,1.0,0,Metropolitian,23,13.987232989513169
29.0,4.7,Stormy,Low,2,scooter,0.0,0,Metropolitian,17,11.930874018290524
37.0,4.1,Stormy,Jam,2,electric_scooter,1.0,0,Metropolitian,33,12.594090122629622
33.0,4.1,Fog,High,2,scooter,1.0,0,Urban,38,6.056603520003655
25.0,4.7,Fog,Low,0,motorcycle,0.0,0,Metropolitian,22,9.35840523949152
30.0,4.7,Windy,High,1,motorcycle,0.0,0,Urban,25,6.297045828591113
27.0,4.3,Stormy,Low,0,motorcycle,1.0,0,Metropolitian,24,3.061934201254697
30.0,4.6,Fog,Medium,2,scooter,1.0,0,Metropolitian,30,20.465390994413752
25.0,4.5,Cloudy,Low,2,scooter,0.0,0,Metropolitian,17,5021.755819524677
24.0,4.8,Sandstorms,Low,1,scooter,0.0,0,Metropolitian,17,10.614146433356275
28.0,5.0,Sunny,Low,2,motorcycle,0.0,0,Metropolitian,26,10.917971778509006
31.0,4.5,Fog,Medium,1,motorcycle,1.0,0,Metropolitian,19,9.065798424102615
26.0,4.7,Stormy,Low,0,motorcycle,1.0,0,Metropolitian,18,12.250168454978382
21.0,4.5,Fog,Medium,0,motorcycle,1.0,0,Metropolitian,40,12.129871973073248
37.0,4.9,Sandstorms,Low,1,motorcycle,1.0,0,Metropolitian,22,4.679356055840129
20.0,4.8,Sandstorms,Low,2,scooter,1.0,0,Metropolitian,18,7.581763212621237
32.0,4.9,Sunny,Medium,2,motorcycle,0.0,0,Urban,20,6.060760789145127
35.0,4.9,Fog,Low,0,motorcycle,1.0,0,Metropolitian,28,1.4915641899950924
31.0,5.0,Sunny,Medium,2,motorcycle,1.0,0,Metropolitian,18,19.681452323662704
29.566910587697237,4.6337736972250205,Stormy,Jam,2,scooter,0.0,0,Metropolitian,42,10.695521691260364
24.0,4.7,Fog,Low,2,motorcycle,1.0,0,Urban,18,7.655494914387178
33.0,4.6,Fog,Low,1,motorcycle,1.0,0,Urban,15,4.722784455364153
20.0,4.3,Stormy,Low,0,motorcycle,1.0,0,Metropolitian,24,1.5597984304857908
33.0,4.3,Windy,Low,0,motorcycle,1.0,0,Metropolitian,26,7.498415111718215
21.0,4.7,Stormy,High,2,motorcycle,1.0,0,Metropolitian,18,6.153518353630697
25.0,4.5,Sandstorms,Low,0,motorcycle,0.0,0,Urban,17,8.948507064406174
34.0,4.5,Sunny,Low,1,motorcycle,1.0,0,Metropolitian,25,10.878216782746998
34.0,4.7,Windy,Medium,1,scooter,0.0,0,Metropolitian,28,4.668543139631683
23.0,4.6,Windy,Jam,2,scooter,0.7446345675136238,0,Metropolitian,17,9.325867438579298
21.0,4.8,Sunny,Low,2,electric_scooter,1.0,0,Urban,28,20.20486852716584
36.0,4.8,Sunny,Low,0,motorcycle,1.0,0,Metropolitian,23,1.521979459996204
26.0,4.7,Sandstorms,Medium,2,motorcycle,1.0,0,Metropolitian,24,13.985227246655215
28.0,4.5,Fog,Low,0,motorcycle,0.0,0,Urban,23,19.062914879863165
22.0,4.9,Cloudy,Medium,2,scooter,0.0,0,Metropolitian,28,16.40648468597191
27.0,4.9,Stormy,Jam,2,scooter,0.0,0,Metropolitian,22,20.205657534353087
30.0,4.8,Sandstorms,Jam,2,scooter,0.0,0,Metropolitian,28,9.358720305132657
20.0,4.6,Cloudy,High,1,scooter,1.0,0,Metropolitian,29,6.297045828591113
38.0,4.8,Fog,Low,0,motorcycle,1.0,0,Metropolitian,40,19.89927950932233
37.0,4.6,Windy,Medium,2,electric_scooter,1.0,0,Metropolitian,30,12.431551640295655
29.566910587697237,4.6337736972250205,Sandstorms,Medium,2,motorcycle,1.0,0,Metropolitian,20,7.581791313973819
29.566910587697237,4.6337736972250205,Sunny,Low,3,scooter,1.0,0,Metropolitian,24,10.65387833576585
22.0,4.7,Stormy,Jam,0,motorcycle,2.0,0,Metropolitian,39,4.663127189335237
38.0,4.8,Sandstorms,Jam,2,electric_scooter,1.0,0,Urban,32,7.871307105908543
31.0,4.2,Fog,Low,0,motorcycle,2.0,0,Metropolitian,41,13.98740451901306
24.0,4.6,Fog,Medium,1,motorcycle,1.0,0,Urban,19,7.609966849947502
38.0,4.6,Fog,Medium,2,scooter,1.0,0,Metropolitian,16,9.084618247897795
20.0,4.8,Sunny,Jam,0,motorcycle,0.0,0,Urban,18,20.229502027251492
23.0,4.8,Windy,Jam,1,scooter,0.0,0,Urban,19,9.23071274357083
21.0,4.1,Windy,Jam,0,motorcycle,1.0,0,Urban,35,11.019829276905222
30.0,3.6,Stormy,Jam,1,scooter,1.0,0,Urban,38,17.093640275894142
36.0,4.7,Sunny,Jam,1,motorcycle,1.0,0,Urban,17,20.228517674512187
32.0,4.6,Stormy,Low,2,motorcycle,1.0,0,Metropolitian,27,3.0911852497748638
39.0,4.8,Sunny,Medium,0,motorcycle,1.0,0,Urban,21,5.880969852652072
26.0,4.8,Stormy,Low,2,scooter,0.0,0,Metropolitian,11,1.5220387011861438
36.0,4.9,Sunny,Jam,0,motorcycle,1.0,0,Metropolitian,24,4.6684345649680905
27.0,4.8,Stormy,Medium,1,scooter,0.0,0,Metropolitian,19,13.751362567402856
21.0,4.7,Stormy,Low,0,motorcycle,0.0,0,Metropolitian,22,13.84552539185588
32.0,4.8,Windy,Low,2,motorcycle,0.0,0,Metropolitian,27,4.601749078789382
29.566910587697237,4.6337736972250205,Cloudy,Medium,1,scooter,1.0,0,Urban,32,12.434397083801963
28.0,5.0,Sunny,Low,1,motorcycle,0.0,0,Metropolitian,15,3.0771493944811
34.0,4.6,Cloudy,High,0,motorcycle,1.0,0,Metropolitian,30,6.047149786314115
25.0,4.8,Stormy,Low,1,motorcycle,0.0,0,Metropolitian,13,4.542908694861519
23.0,4.9,Sandstorms,High,0,motorcycle,1.0,0,Metropolitian,29,6.216964404394967
28.0,4.0,Fog,Jam,2,motorcycle,2.0,0,Metropolitian,44,12.13034976691117
27.0,4.9,Sandstorms,Low,0,motorcycle,0.0,0,Metropolitian,18,20.275300728927647
37.0,4.6,Sandstorms,Medium,0,motorcycle,1.0,0,Metropolitian,40,17.316871412977665
21.0,4.7,Cloudy,Jam,1,scooter,1.0,0,Metropolitian,40,16.619480404058965
28.0,4.6,Sunny,Jam,2,scooter,1.0,0,Metropolitian,23,12.26978750394441
29.566910587697237,4.6337736972250205,Sunny,Low,2,electric_scooter,1.0,0,Metropolitian,15,7.571289934746418
35.0,4.9,Cloudy,Jam,0,motorcycle,2.0,0,Metropolitian,43,20.198980806072715
39.0,4.8,Sandstorms,Jam,1,motorcycle,1.0,0,Metropolitian,27,7.655494914387178
38.0,4.6,Windy,Medium,0,motorcycle,0.0,0,Metropolitian,49,10.893153014329808
29.566910587697237,4.6337736972250205,Sunny,Low,3,motorcycle,1.0,1,Metropolitian,49,10.893153014329808
34.0,5.0,Sunny,Low,0,motorcycle,1.0,0,Metropolitian,23,11.019829276905222
32.0,3.8,Fog,Low,1,motorcycle,2.0,0,Metropolitian,39,12.11646445847363
31.0,4.8,Stormy,Jam,2,motorcycle,1.0,0,Metropolitian,26,14.00488314950329
36.0,4.6,Windy,Jam,1,scooter,1.0,0,Metropolitian,25,19.937429333479837
35.0,4.7,Cloudy,Low,0,motorcycle,1.0,0,Metropolitian,42,11.019829276905222
38.0,3.8,Cloudy,Low,2,motorcycle,2.0,0,Metropolitian,37,16.40232628567274
38.0,5.0,Stormy,Low,1,motorcycle,0.0,0,Metropolitian,29,3.119712010398016
28.0,4.9,Stormy,Jam,0,motorcycle,1.0,0,Metropolitian,27,10.653264677463405
29.566910587697237,4.6337736972250205,Stormy,Medium,2,motorcycle,1.0,0,Semi-Urban,22,9.132131130186576
27.0,4.7,Windy,Low,1,scooter,0.0,0,Metropolitian,16,1.5742615170912184
29.0,4.8,Windy,Jam,0,motorcycle,1.0,0,Metropolitian,30,13.697545359752183
